platform,storefront,app_id,review_id,date,user,rating,title,review,version,package,thumbsUpCount,appVersion
app_store,us,311548709.0,13978735323,2026-04-20T09:04:39-07:00,عصام الدين كامل,5,Owner,Good service,26.03.02,,,
app_store,us,311548709.0,13978705001,2026-04-20T08:54:30-07:00,marktaylor22,2,Debit card notifications are terrible.,Why doesn’t it show the merchant or the dollar amount? Instead it’s just telling me my card was used without any beneficial info.,26.03.02,,,
app_store,us,311548709.0,13978385109,2026-04-20T07:10:25-07:00,jfjhwgdyhbxbe,1,Monthly fee now 15$ I’m changing banks been a customer forever,I’ve be,26.03.02,,,
app_store,us,311548709.0,13978212386,2026-04-20T06:13:53-07:00,Tony lamm 2286,5,Buena banco,Por el momento me han tratado súper bien y he tenido una buena percepción de lo q hacen con mis finanzas,26.03.02,,,
app_store,us,311548709.0,13977369177,2026-04-20T00:03:21-07:00,kyykia,5,My opinion,Good bank & good app I have no complaints,26.03.02,,,
app_store,us,311548709.0,13976539877,2026-04-19T17:19:54-07:00,Plwilkie,5,Easy,No transactions fee,26.03.02,,,
app_store,us,311548709.0,13975849260,2026-04-19T12:32:17-07:00,rugbyrg2626,5,Love the app,Simple convenient and easy to use,26.03.02,,,
app_store,us,311548709.0,13975843784,2026-04-19T12:30:18-07:00,Bettehan,1,Zelle is full of glitches,I started using Zelle a few years ago and was happy with it. In the past year it has become extremely difficult to use. Each time I try I end up having to call customer support for help. Yesterday I called for support and the person who took my call told me to go to a Wells Fargo bank for help. I tried again today and was able to send money but not able to write a memo to go along with the Zelle transfer. I think the memo is very important!,26.03.02,,,
app_store,us,311548709.0,13975600201,2026-04-19T11:05:54-07:00,DulceM21,5,Todo bien,Me siento segura con todas mis cuentas,26.03.02,,,
app_store,us,311548709.0,13975177749,2026-04-19T08:50:27-07:00,Laurence Kitt,5,Easy for everything !!,I luv Wells Fargo too much.,26.03.02,,,
app_store,us,311548709.0,13974899650,2026-04-19T07:25:29-07:00,J.Neely1,5,Best Bank,Great Bank,26.03.02,,,
app_store,us,311548709.0,13974704720,2026-04-19T06:25:02-07:00,Marcol287,5,Marco,Best Bank!,26.03.02,,,
app_store,us,311548709.0,13973467846,2026-04-18T21:41:04-07:00,rileyyj,5,Reliable,Consistent,26.03.02,,,
app_store,us,311548709.0,13973112629,2026-04-18T19:04:47-07:00,Katheryn Valeria,5,Calidad Zelle,Protección calidad confirmación excelente,26.03.02,,,
app_store,us,311548709.0,13972717728,2026-04-18T16:18:44-07:00,Xenon Flux,1,Awful,Wells charges just to have a savings account. Nobody does that anymore. There’s even been banks sued for charging and making millions overdraft fees. A wealthy and good bank like Wells Fargo should be on top of this and be on the top of top banks by not charging overdraft fee. not charging for having savings accounts and given interest instead of charging like all other online banks.,26.03.02,,,
app_store,us,311548709.0,13972308321,2026-04-18T13:23:53-07:00,K-Brom,5,Servicio,"Excelente servicio, rápido y fácil de usar, gracias, sigan así.",26.03.02,,,
app_store,us,311548709.0,13972256047,2026-04-18T13:03:24-07:00,Madeleynn,5,Buen trabajo,Una muy buena aplicación bancaría,26.03.02,,,
app_store,us,311548709.0,13972146457,2026-04-18T12:22:00-07:00,Jota.Arevalo,5,Felicitaciones,Es el mejor Banco.   Sin duda alguna.  Siempre útil,26.03.02,,,
app_store,us,311548709.0,13972112052,2026-04-18T12:09:34-07:00,Jonsata,5,Excelente,Very good app,26.03.02,,,
app_store,us,311548709.0,13972105475,2026-04-18T12:07:14-07:00,Antrades,4,Limitation,There is a transfer limit and a limit to the electronic deposits.,26.03.02,,,
app_store,us,311548709.0,13972078534,2026-04-18T11:57:24-07:00,MannyMoon2,5,Great banking institution,I have been banking with Wells Fargo since they purchased Wachovia bank in the mid 90’s. No complaints at all.,26.03.02,,,
app_store,us,311548709.0,13971756972,2026-04-18T10:07:00-07:00,Fayomi Falade Aworeni,5,Wells Fargo Mobile Review,Your Company does well with this App as it does not cause delays or unnecessary waiting times.,26.03.02,,,
app_store,us,311548709.0,13971657567,2026-04-18T09:35:05-07:00,rectilio,5,👍,👍🏻,26.03.02,,,
app_store,us,311548709.0,13971576443,2026-04-18T09:10:01-07:00,Dayker95,5,Gct,Excelente aplicación,26.03.02,,,
app_store,us,311548709.0,13971365247,2026-04-18T08:06:06-07:00,Hn Josue 504,5,Mi banco preferido,Muy buen banco,26.03.02,,,
app_store,us,311548709.0,13971231215,2026-04-18T07:26:11-07:00,Fronteras a Ciegas,5,Siempre bien,Siempre he estado bien con ustedes,26.03.02,,,
app_store,us,311548709.0,13971226563,2026-04-18T07:24:48-07:00,Alabama96,5,Best bank,Wells is the best bank out there. They don’t put ridiculous holds on checks like BOA does.,26.03.02,,,
app_store,us,311548709.0,13971143933,2026-04-18T07:00:17-07:00,Amine Betrouni,5,Online Banking,I’m just saying that you have the best app ever. Thank you for protecting your customers accounts.,26.03.02,,,
