platform,storefront,app_id,review_id,date,user,rating,title,review,version,package,thumbsUpCount,appVersion
app_store,us,1489511701.0,13976661175,2026-04-19T18:13:04-07:00,errttrwfdsbvxd,3,No ATM option,No debit card 😣,2.20.0,,,
app_store,us,1489511701.0,13968552342,2026-04-17T13:06:01-07:00,Chi town $&@&$,5,Great Bank.,Really easy bank to use. The best interest rates. Highly recommend.,2.20.0,,,
app_store,us,1489511701.0,13967597795,2026-04-17T07:34:37-07:00,Pichu4ever,5,Pato,Great,2.20.0,,,
app_store,us,1489511701.0,13965458699,2026-04-16T16:11:11-07:00,Ann22k,5,Saving or CD,Easy to navigate and transfers back to account are fast and easy! Definitely worth lookinginto.,2.20.0,,,
app_store,us,1489511701.0,13963956841,2026-04-16T06:48:48-07:00,binbincheong,5,Easy peasy,Very easy to use and efficient!  Good interest rate!,2.20.0,,,
app_store,us,1489511701.0,13959051073,2026-04-14T19:38:27-07:00,tony ballognie,3,Needs widgets,I love the interface and how simple it is BUT i wish they offered widgets for your Home Screen like capital one does,2.20.0,,,
app_store,us,1489511701.0,13958628888,2026-04-14T16:30:00-07:00,honest horse,3,unable to connect with finicity,all good except i am unable to connect to Experian via Finicity to be able to monitor my finances. marcus only supports plaid which is a significant obstacle for choosing marcus as my savings account,2.20.0,,,
app_store,us,1489511701.0,13957809103,2026-04-14T10:54:28-07:00,Chris 21346,5,Great banking app,Shows all my accounts in a straightforward format and transferring is easy!,2.20.0,,,
app_store,us,1489511701.0,13954007241,2026-04-13T08:43:42-07:00,Parent Support143,3,closing out,App closes out too soon,2.20.0,,,
app_store,us,1489511701.0,13944023727,2026-04-10T13:15:50-07:00,oaccoach,4,Bonus,I referred my granddaughter and husband to Marcus and NEVER received a bonus,2.20.0,,,
app_store,us,1489511701.0,13942013897,2026-04-10T01:04:12-07:00,Awful Bank Really Terrible,1,Can’t even withdraw,Trying to withdraw money and since my account is new they keep putting me through all these loopholes like bro how hard is it to just give me my money back. Then when I ask them how long I have to keep the money in there to take it out they said they can’t tell me a number. Never using this bank again.,2.20.0,,,
app_store,us,1489511701.0,13941003157,2026-04-09T16:55:05-07:00,Don’t have what,5,My account,"I been a customer Goldmans but only a year now the app makes it very easy to access your account no stress, which I like",2.20.0,,,
